Classifier,Fold,Repeat,train_auc,train_f1,val_auc,val_mcc,val_kappa,val_f1_binary,val_f1_macro,val_accuracy,val_sensitivity,val_specificity,val_ppv,val_npv,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,38,8,0.984264925880593,0.8753993610223643,0.8325581395348837,0.4745679942709389,0.47313199234826964,0.6114649681528662,0.7362564020718774,0.7953020134228188,0.5783132530120482,0.8790697674418605,0.6486486486486487,0.84375,0.7286915102269543,"[0.84375, 0.6486486486486487]","[0.8790697674418605, 0.5783132530120482]","[0.8610478359908884, 0.6114649681528662]","[0.8790697674418605, 0.5783132530120482]"
Gradient Boosting,39,8,0.9843391586473883,0.8896,0.7556939123031076,0.35447633470880796,0.3449605609114812,0.5,0.6692139737991266,0.7557755775577558,0.42528735632183906,0.8888888888888888,0.6065573770491803,0.7933884297520661,0.657088122605364,"[0.7933884297520661, 0.6065573770491803]","[0.8888888888888888, 0.42528735632183906]","[0.8384279475982532, 0.5]","[0.8888888888888888, 0.42528735632183906]"
Gradient Boosting,40,8,0.987223870755028,0.8878205128205128,0.7837677725118484,0.4401708394338166,0.43491208980012597,0.5822784810126582,0.7161392405063292,0.7792642140468228,0.5227272727272727,0.8862559241706162,0.6571428571428571,0.8165938864628821,0.7044915984489444,"[0.8165938864628821, 0.6571428571428571]","[0.8862559241706162, 0.5227272727272727]","[0.85, 0.5822784810126582]","[0.8862559241706162, 0.5227272727272727]"
Gradient Boosting,41,9,0.9868859401468097,0.8918918918918919,0.7926313169031616,0.4029811880821553,0.385533669759618,0.5529411764705883,0.6872687103010218,0.7449664429530202,0.4563106796116505,0.8974358974358975,0.7014925373134329,0.7575757575757576,0.676873288523774,"[0.7575757575757576, 0.7014925373134329]","[0.8974358974358975, 0.4563106796116505]","[0.8215962441314554, 0.5529411764705883]","[0.8974358974358975, 0.4563106796116505]"
Gradient Boosting,42,9,0.9868328746424909,0.8930232558139535,0.8173664900122299,0.37242406247080745,0.3639575971731449,0.5,0.6794871794871795,0.78,0.42857142857142855,0.9013452914798207,0.6,0.8204081632653061,0.6649583600256246,"[0.8204081632653061, 0.6]","[0.9013452914798207, 0.42857142857142855]","[0.8589743589743589, 0.5]","[0.9013452914798207, 0.42857142857142855]"
Gradient Boosting,43,9,0.9847899820038033,0.886435331230284,0.7953680912955918,0.43612874712434524,0.4327582131883716,0.5733333333333334,0.7155555555555555,0.7866666666666666,0.524390243902439,0.8853211009174312,0.6323529411764706,0.8318965517241379,0.7048556724099351,"[0.8318965517241379, 0.6323529411764706]","[0.8853211009174312, 0.524390243902439]","[0.8577777777777778, 0.5733333333333334]","[0.8853211009174312, 0.524390243902439]"
Gradient Boosting,44,9,0.9853880428185179,0.8831168831168831,0.841000635997456,0.4217054860268851,0.4173376350119231,0.5714285714285714,0.7074829931972789,0.770764119601329,0.5168539325842697,0.8773584905660378,0.6388888888888888,0.8122270742358079,0.6971062115751537,"[0.8122270742358079, 0.6388888888888888]","[0.8773584905660378, 0.5168539325842697]","[0.8435374149659864, 0.5714285714285714]","[0.8773584905660378, 0.5168539325842697]"
Gradient Boosting,45,9,0.9882344245551792,0.8967642526964561,0.802178830813192,0.408679604714847,0.408679604714847,0.5540540540540541,0.7043398023574234,0.7807308970099668,0.5540540540540541,0.8546255506607929,0.5540540540540541,0.8546255506607929,0.7043398023574234,"[0.8546255506607929, 0.5540540540540541]","[0.8546255506607929, 0.5540540540540541]","[0.8546255506607929, 0.5540540540540541]","[0.8546255506607929, 0.5540540540540541]"
Gradient Boosting,46,10,0.9846222405045935,0.9014084507042254,0.7724044456492275,0.4071490683411873,0.40567894292943496,0.5625,0.7024211711711712,0.7682119205298014,0.5294117647058824,0.8617511520737328,0.6,0.8237885462555066,0.6955814583898076,"[0.8237885462555066, 0.6]","[0.8617511520737328, 0.5294117647058824]","[0.8423423423423423, 0.5625]","[0.8617511520737328, 0.5294117647058824]"
Gradient Boosting,47,10,0.9836544373847099,0.8832,0.8232545354590435,0.43240524963792143,0.42922427257476725,0.5769230769230769,0.7138009049773755,0.7792642140468228,0.5294117647058824,0.8785046728971962,0.6338028169014085,0.8245614035087719,0.7039582188015393,"[0.8245614035087719, 0.6338028169014085]","[0.8785046728971962, 0.5294117647058824]","[0.8506787330316742, 0.5769230769230769]","[0.8785046728971962, 0.5294117647058824]"
Gradient Boosting,48,10,0.986588290936117,0.8575949367088608,0.8415322580645161,0.4803688234655046,0.4728959740947162,0.5957446808510638,0.7349584331407637,0.8080808080808081,0.525,0.9124423963133641,0.6885245901639344,0.8389830508474576,0.7187211981566821,"[0.8389830508474576, 0.6885245901639344]","[0.9124423963133641, 0.525]","[0.8741721854304636, 0.5957446808510638]","[0.9124423963133641, 0.525]"
Gradient Boosting,49,10,0.9873892194269108,0.8981481481481481,0.7848600813202584,0.2968463232225551,0.2888621794871795,0.432,0.6412631578947369,0.7633333333333333,0.36486486486486486,0.8938053097345132,0.5294117647058824,0.8112449799196787,0.629335087299689,"[0.8112449799196787, 0.5294117647058824]","[0.8938053097345132, 0.36486486486486486]","[0.8505263157894737, 0.432]","[0.8938053097345132, 0.36486486486486486]"
