,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
dwi_square_ngtdm_Strength,0.7420487004103968,>,0.4873072869216492,0.6752941176470588,0.6762790697674419,mann-whitney U-test,1.847726110731707e-48
dwi_log-sigma-3-mm-3D_firstorder_Skewness,0.7214095759233926,<,-0.7674385019341868,0.6595348837209303,0.6588235294117647,mann-whitney U-test,7.793901353752739e-41
dwi_exponential_glcm_Imc1,0.7143376196990425,<,-0.2445902425651485,0.6679069767441861,0.668235294117647,mann-whitney U-test,1.1330666566578285e-38
dwi_exponential_ngtdm_Strength,0.7113499316005473,>,1.0852713178294575,0.6752941176470588,0.6753488372093024,mann-whitney U-test,1.194364820683029e-37
dwi_exponential_glszm_GrayLevelNonUniformityNormalized,0.7106013679890562,<,0.3585722011898323,0.666046511627907,0.6658823529411765,mann-whitney U-test,2.1432726097030094e-37
dwi_square_firstorder_Skewness,0.7085658002735978,>,2.415240947294896,0.6658823529411765,0.6679069767441861,mann-whitney U-test,1.9839586043671015e-36
dwi_wavelet2-LL_firstorder_Skewness,0.7070664842681259,>,0.5919449061377805,0.6470588235294118,0.6483720930232558,mann-whitney U-test,6.235681569328886e-36
dwi_log-sigma-3-mm-3D_firstorder_Kurtosis,0.7066725034199727,>,4.47469037862571,0.6635294117647059,0.6604651162790698,mann-whitney U-test,8.413695520923681e-36
dwi_exponential_glszm_GrayLevelVariance,0.7041061559507524,>,1.3926530612244898,0.668235294117647,0.6679069767441861,mann-whitney U-test,3.1490286558366194e-35
dwi_original_firstorder_Skewness,0.7047616963064296,>,0.649987422420958,0.6470588235294118,0.6465116279069767,mann-whitney U-test,3.568735279878173e-35
dwi_log-sigma-2-mm-3D_firstorder_Skewness,0.7016974008207935,<,-0.8437106003114493,0.6651162790697674,0.6611764705882353,mann-whitney U-test,3.5224374383340257e-34
dwi_square_ngtdm_Busyness,0.7015890560875513,<,13.115107089540876,0.6427906976744187,0.6423529411764706,mann-whitney U-test,3.8163861948377276e-34
dwi_wavelet2-LL_ngtdm_Strength,0.7005789329685363,>,4.938921329175598,0.6447058823529411,0.6446511627906977,mann-whitney U-test,8.055391815850547e-34
dwi_exponential_firstorder_Skewness,0.6995764705882352,>,6.715491863770821,0.6635294117647059,0.6632558139534883,mann-whitney U-test,1.68420384979676e-33
dwi_exponential_glszm_HighGrayLevelZoneEmphasis,0.6985455540355677,>,5.954545454545454,0.6658823529411765,0.6669767441860466,mann-whitney U-test,1.99604082111937e-33
dwi_square_glrlm_GrayLevelNonUniformity,0.6991540355677155,<,413.2247533277707,0.6548837209302325,0.6541176470588235,mann-whitney U-test,2.2956059138698842e-33
dwi_exponential_glcm_ClusterProminence,0.6981274965800274,>,3.2491520833488607,0.6588235294117647,0.6586046511627908,mann-whitney U-test,2.7150264456895126e-33
dwi_exponential_glszm_SmallAreaHighGrayLevelEmphasis,0.6988519835841314,>,3.5984308314340407,0.6611764705882353,0.6623255813953488,mann-whitney U-test,2.8635041690575606e-33
dwi_exponential_glrlm_GrayLevelVariance,0.6973176470588235,>,0.3519819416759341,0.6564705882352941,0.6548837209302325,mann-whitney U-test,4.9156542232769334e-33
dwi_exponential_gldm_SmallDependenceHighGrayLevelEmphasis,0.6972651162790697,>,0.0563988124054637,0.6470588235294118,0.6483720930232558,mann-whitney U-test,9.09675819884931e-33
dwi_exponential_glcm_ClusterShade,0.6963764705882354,>,0.524335324213531,0.6541176470588236,0.6548837209302325,mann-whitney U-test,9.769815003619266e-33
dwi_exponential_firstorder_Maximum,0.6951332421340629,>,206.1687519027748,0.6494117647058824,0.6483720930232558,mann-whitney U-test,4.236793251208452e-32
dwi_exponential_firstorder_Range,0.6951004103967169,>,206.98144591573893,0.6494117647058824,0.650232558139535,mann-whitney U-test,4.3378155586585636e-32
dwi_exponential_glrlm_ShortRunHighGrayLevelEmphasis,0.6948027359781122,>,0.7797298152432013,0.6494117647058824,0.6483720930232558,mann-whitney U-test,5.370072355242579e-32
dwi_original_ngtdm_Strength,0.6913575923392613,>,0.2906859748650903,0.6235294117647059,0.6213953488372093,mann-whitney U-test,6.205765913798462e-31
dwi_log-sigma-3-mm-3D_ngtdm_Strength,0.6912218878248975,>,0.0842344143119877,0.6329411764705882,0.6334883720930233,mann-whitney U-test,6.827741784201156e-31
dwi_wavelet2-LL_glcm_ClusterShade,0.6909176470588235,>,903.0829500828352,0.6376470588235295,0.6390697674418604,mann-whitney U-test,8.456116943926561e-31
dwi_exponential_gldm_GrayLevelVariance,0.6898057455540355,>,0.0416830833028957,0.6470588235294118,0.6465116279069767,mann-whitney U-test,1.0796405647179942e-30
dwi_exponential_glrlm_HighGrayLevelRunEmphasis,0.6896262653898768,>,1.7338013734686035,0.6494117647058824,0.6493023255813953,mann-whitney U-test,1.2249910063720194e-30
dwi_exponential_glcm_ClusterTendency,0.6888120383036935,>,0.1128662885855716,0.6447058823529411,0.6437209302325582,mann-whitney U-test,2.1693978186858334e-30
dwi_log-sigma-2-mm-3D_firstorder_Kurtosis,0.6890943912448702,>,5.02983446567726,0.6564705882352941,0.6548837209302325,mann-whitney U-test,3.0256012384079458e-30
dwi_exponential_glcm_SumSquares,0.6874243502051983,>,0.0403770332895569,0.6470588235294118,0.6465116279069767,mann-whitney U-test,5.713894979319246e-30
dwi_original_glcm_ClusterShade,0.6870697674418604,>,17.476903240454234,0.6352941176470588,0.6344186046511628,mann-whitney U-test,1.228754417519343e-29
dwi_square_firstorder_Kurtosis,0.6869668946648426,>,12.605479895353849,0.6611764705882353,0.6623255813953488,mann-whitney U-test,1.3189215553405318e-29
dwi_log-sigma-3-mm-3D_ngtdm_Busyness,0.6861242134062928,<,7.293722076931458,0.6297674418604651,0.628235294117647,mann-whitney U-test,2.3524032020321348e-29
dwi_wavelet2-LL_firstorder_Kurtosis,0.6858177838577292,>,4.016384648883003,0.6470588235294118,0.6446511627906977,mann-whitney U-test,2.9014412572587803e-29
dwi_square_glszm_GrayLevelVariance,0.6848459644322845,>,2.9337395213628987,0.6329411764705882,0.6325581395348837,mann-whitney U-test,5.629819619029221e-29
dwi_exponential_firstorder_Kurtosis,0.684681805745554,>,78.3431206271065,0.6541176470588236,0.6548837209302325,mann-whitney U-test,6.295819340477349e-29
dwi_exponential_glcm_DifferenceVariance,0.6824580027359782,>,0.0426308880786568,0.6376470588235295,0.64,mann-whitney U-test,1.7263786030300613e-28
dwi_exponential_gldm_HighGrayLevelEmphasis,0.6820180574555403,>,1.0802582290587392,0.6376470588235295,0.6372093023255814,mann-whitney U-test,2.324733634485684e-28
dwi_exponential_glszm_LargeAreaHighGrayLevelEmphasis,0.6823595075239397,<,48211.68421052631,0.6232558139534884,0.6235294117647059,mann-whitney U-test,3.023555711480377e-28
dwi_exponential_glszm_LargeAreaEmphasis,0.6823419972640219,<,48194.78947368421,0.6232558139534884,0.6235294117647059,mann-whitney U-test,3.059313779128246e-28
dwi_exponential_glszm_LargeAreaLowGrayLevelEmphasis,0.6823288645690835,<,48190.56578947369,0.6232558139534884,0.6235294117647059,mann-whitney U-test,3.086407330127877e-28
dwi_exponential_glcm_Contrast,0.6815299589603283,>,0.0431764946351948,0.6376470588235295,0.6390697674418604,mann-whitney U-test,3.231442056717992e-28
dwi_original_firstorder_Kurtosis,0.6822456908344733,>,4.220430698903398,0.6541176470588236,0.6548837209302325,mann-whitney U-test,3.2636130313665777e-28
dwi_square_glcm_MCC,0.6820738714090288,>,0.7351852390676804,0.6282352941176471,0.6297674418604651,mann-whitney U-test,3.6617394143173716e-28
dwi_exponential_firstorder_Variance,0.6811359781121751,>,95.90969868088256,0.64,0.6390697674418604,mann-whitney U-test,6.857122558152521e-28
dwi_exponential_glszm_SizeZoneNonUniformityNormalized,0.680918194254446,>,0.1218836565096952,0.6211764705882353,0.6223255813953488,mann-whitney U-test,7.875129779921775e-28
dwi_exponential_glcm_Autocorrelation,0.6794265389876881,>,1.0520464661997735,0.6329411764705882,0.6344186046511628,mann-whitney U-test,1.3225709845645902e-27
adc_logarithm_gldm_GrayLevelNonUniformity,0.6801444596443229,<,906.4738067520371,0.6446511627906977,0.6447058823529412,mann-whitney U-test,1.3261809625196277e-27
dwi_exponential_ngtdm_Complexity,0.6787677154582763,>,0.3536588540209931,0.6352941176470588,0.6344186046511628,mann-whitney U-test,2.049606575161609e-27
dwi_square_glszm_SmallAreaHighGrayLevelEmphasis,0.6789165526675787,>,6.671789998730742,0.6305882352941177,0.6316279069767442,mann-whitney U-test,2.9868598662860227e-27
dwi_wavelet2-LL_glszm_GrayLevelNonUniformity,0.6773406292749657,<,94.6429038587312,0.6334883720930232,0.6329411764705882,mann-whitney U-test,8.400188853952469e-27
adc_logarithm_glrlm_GrayLevelNonUniformity,0.6772071135430916,<,460.6383394936153,0.6316279069767442,0.6329411764705882,mann-whitney U-test,9.165498293433085e-27
dwi_exponential_gldm_SmallDependenceEmphasis,0.6767430916552667,>,0.019365807323632,0.6305882352941177,0.6306976744186046,mann-whitney U-test,1.2403419796161725e-26
dwi_log-sigma-2-mm-3D_glcm_MCC,0.6761389876880985,>,0.6367711372631459,0.6188235294117647,0.6195348837209302,mann-whitney U-test,1.836888494815116e-26
dwi_log-sigma-3-mm-3D_glrlm_GrayLevelNonUniformity,0.675326949384405,<,484.2551797302768,0.6269767441860465,0.6258823529411764,mann-whitney U-test,3.107567309312009e-26
adc_squareroot_glrlm_GrayLevelNonUniformity,0.6744383036935704,<,275.453077696111,0.641860465116279,0.6423529411764706,mann-whitney U-test,5.509485638628163e-26
dwi_exponential_glszm_ZonePercentage,0.6744361149110807,>,0.007648655317049,0.6258823529411764,0.6269767441860465,mann-whitney U-test,5.517239588568268e-26
adc_wavelet2-LL_ngtdm_Coarseness,0.674341997264022,>,0.0045345188974639,0.6258823529411764,0.6251162790697675,mann-whitney U-test,5.861221607031496e-26
dwi_square_glcm_ClusterProminence,0.6742402188782489,>,122.04020092887468,0.6282352941176471,0.626046511627907,mann-whitney U-test,6.256321285442403e-26
dwi_exponential_gldm_DependenceVariance,0.6741975376196989,>,1.9662389353788268,0.6211764705882353,0.6195348837209302,mann-whitney U-test,6.43096908009265e-26
dwi_exponential_glcm_Imc2,0.6733570451436388,>,0.2260695014173508,0.64,0.64,mann-whitney U-test,7.048456301493559e-26
adc_squareroot_gldm_GrayLevelNonUniformity,0.6736175102599179,<,359.5274878218511,0.6316279069767442,0.6305882352941177,mann-whitney U-test,9.326303223264928e-26
dwi_square_glrlm_GrayLevelVariance,0.6729488372093023,>,1.5828573769923897,0.6235294117647059,0.6204651162790698,mann-whitney U-test,1.429227468515249e-25
adc_original_ngtdm_Coarseness,0.6727529411764706,>,0.0030878482949403,0.6305882352941177,0.6316279069767442,mann-whitney U-test,1.6194002129284164e-25
adc_squareroot_ngtdm_Coarseness,0.6724727770177839,>,0.0030089948578845,0.6258823529411764,0.6288372093023256,mann-whitney U-test,1.9353478461921761e-25
dwi_square_glszm_SizeZoneNonUniformityNormalized,0.6723589603283173,>,0.170625,0.6305882352941177,0.6306976744186046,mann-whitney U-test,2.080499592390717e-25
dwi_log-sigma-3-mm-3D_glcm_MCC,0.6721532147742818,>,0.7644605401879643,0.6211764705882353,0.6223255813953488,mann-whitney U-test,2.370818197696345e-25
dwi_exponential_glszm_SmallAreaEmphasis,0.6721444596443229,>,0.317999015300266,0.6188235294117647,0.6186046511627907,mann-whitney U-test,2.3840247803745527e-25
dwi_square_glcm_ClusterShade,0.6720229822161423,>,12.704453841728755,0.6211764705882353,0.6195348837209302,mann-whitney U-test,2.5746366629676972e-25
adc_logarithm_ngtdm_Coarseness,0.6712536251709987,>,0.002485199969668,0.6164705882352941,0.6148837209302326,mann-whitney U-test,4.189420535866891e-25
adc_square_ngtdm_Coarseness,0.6708902872777018,>,0.002958008215866,0.6235294117647059,0.626046511627907,mann-whitney U-test,5.268149084096074e-25
dwi_squareroot_glrlm_GrayLevelNonUniformity,0.6708027359781121,<,397.6866027638291,0.6195348837209302,0.6211764705882352,mann-whitney U-test,5.566778174530677e-25
dwi_logarithm_glrlm_GrayLevelNonUniformity,0.670769904240766,<,428.25868099043714,0.6186046511627907,0.6211764705882352,mann-whitney U-test,5.683037295026337e-25
t2_squareroot_glrlm_RunLengthNonUniformity,0.6707151846785226,<,37875.55526255852,0.627906976744186,0.6258823529411764,mann-whitney U-test,5.8821720599476245e-25
dwi_wavelet2-LH_glcm_Imc2,0.6702336525307798,>,0.5116415608761505,0.6258823529411764,0.627906976744186,mann-whitney U-test,7.960828340750323e-25
dwi_log-sigma-3-mm-3D_glcm_ClusterShade,0.6699950752393982,<,-2.725363518819428,0.6297674418604651,0.6329411764705882,mann-whitney U-test,9.2456216210107e-25
dwi_square_glszm_SmallAreaEmphasis,0.6698659370725034,>,0.412985731635748,0.6305882352941177,0.6334883720930233,mann-whitney U-test,1.0024674747012567e-24
dwi_wavelet2-LH_glcm_Correlation,0.6697477428180574,>,0.3921410746969812,0.6305882352941177,0.6316279069767442,mann-whitney U-test,1.079453690126615e-24
adc_original_glszm_GrayLevelNonUniformity,0.6695945280437756,<,127.69484083424808,0.6288372093023256,0.628235294117647,mann-whitney U-test,1.1880265826512843e-24
t2_squareroot_glszm_GrayLevelNonUniformity,0.6693121751025992,<,1131.562560777958,0.6167441860465116,0.6164705882352941,mann-whitney U-test,1.4172065719528057e-24
t2_logarithm_glrlm_RunLengthNonUniformity,0.669204924760602,<,35725.587548747164,0.6269767441860465,0.6258823529411764,mann-whitney U-test,1.5153016571501101e-24
adc_wavelet2-LL_glszm_GrayLevelNonUniformity,0.6690626538987688,<,59.72409203270584,0.6316279069767442,0.6329411764705882,mann-whitney U-test,1.655876934856655e-24
dwi_exponential_glrlm_GrayLevelNonUniformity,0.6688678522571819,<,328.98087054047943,0.626046511627907,0.6258823529411764,mann-whitney U-test,1.8695224011605384e-24
t2_logarithm_glszm_GrayLevelNonUniformity,0.6686424076607387,<,970.3585304054054,0.6186046511627907,0.6211764705882352,mann-whitney U-test,2.151051850667498e-24
t2_logarithm_gldm_DependenceNonUniformity,0.6685942544459644,<,13827.23519409972,0.6204651162790698,0.6211764705882352,mann-whitney U-test,2.2164219080513753e-24
adc_original_glrlm_GrayLevelNonUniformity,0.6685701778385773,<,229.3143269873848,0.6362790697674419,0.6376470588235295,mann-whitney U-test,2.2498410943594086e-24
t2_squareroot_gldm_DependenceNonUniformity,0.6683753761969904,<,15087.477958542797,0.626046511627907,0.628235294117647,mann-whitney U-test,2.5392442515036675e-24
dwi_square_glszm_HighGrayLevelZoneEmphasis,0.6683403556771546,>,12.306878306878309,0.6258823529411764,0.6297674418604651,mann-whitney U-test,2.594725156036855e-24
dwi_wavelet2-LH_glcm_MCC,0.6680974008207934,>,0.4508198550837121,0.6470588235294118,0.6483720930232558,mann-whitney U-test,3.017116160881777e-24
dwi_log-sigma-0-6-mm-3D_glszm_ZoneVariance,0.6679419972640219,<,2860.7700727876804,0.6195348837209302,0.6164705882352941,mann-whitney U-test,3.3220439460362984e-24
adc_squareroot_glszm_GrayLevelNonUniformity,0.667553488372093,<,131.58305312710155,0.6251162790697674,0.628235294117647,mann-whitney U-test,4.2244738491979226e-24
dwi_log-sigma-2-mm-3D_glrlm_GrayLevelNonUniformity,0.6675502051983584,<,606.6032590093594,0.6130232558139534,0.6141176470588235,mann-whitney U-test,4.233052280518109e-24
dwi_log-sigma-3-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.6675151846785224,>,1121.0354107648725,0.6188235294117647,0.6186046511627907,mann-whitney U-test,4.325631824956857e-24
t2_original_glszm_GrayLevelNonUniformity,0.6672065663474691,<,1016.1172707889126,0.6204651162790698,0.6188235294117648,mann-whitney U-test,5.2332050779213884e-24
dwi_original_glrlm_GrayLevelNonUniformity,0.6671102599179206,<,421.0486435054252,0.6251162790697674,0.6258823529411764,mann-whitney U-test,5.5532839778935e-24
adc_wavelet2-LL_glrlm_GrayLevelNonUniformity,0.6670161422708618,<,71.40850133278084,0.6362790697674419,0.6352941176470588,mann-whitney U-test,5.884803560072405e-24
t2_original_shape_SurfaceVolumeRatio,0.6669154582763338,>,0.1773736038502445,0.611764705882353,0.6120930232558139,mann-whitney U-test,6.26117058121873e-24
t2_squareroot_glszm_SizeZoneNonUniformity,0.6666812585499315,<,10402.301387519905,0.6325581395348837,0.6305882352941177,mann-whitney U-test,7.231368001524981e-24
dwi_square_firstorder_Maximum,0.666635294117647,>,357.9147590744884,0.6235294117647059,0.6232558139534884,mann-whitney U-test,7.438569795627122e-24
dwi_square_firstorder_Range,0.6666309165526676,>,357.7504656365008,0.6235294117647059,0.6241860465116279,mann-whitney U-test,7.458607325243287e-24
adc_original_gldm_GrayLevelNonUniformity,0.6665389876880985,<,280.86635277073526,0.6325581395348837,0.6352941176470588,mann-whitney U-test,7.891964241284768e-24
dwi_exponential_glcm_SumAverage,0.6657969904240766,>,2.0328549161228624,0.6235294117647059,0.6223255813953488,mann-whitney U-test,8.262977320905687e-24
dwi_exponential_glcm_JointAverage,0.6657969904240766,>,1.0164274580614312,0.6235294117647059,0.6223255813953488,mann-whitney U-test,8.262977320905687e-24
adc_original_shape_SurfaceVolumeRatio,0.6664536251709986,>,0.159402575060913,0.611764705882353,0.6120930232558139,mann-whitney U-test,8.316653889990509e-24
adc_wavelet2-LL_gldm_GrayLevelNonUniformity,0.6662829001367989,<,76.3007310310058,0.6334883720930232,0.6352941176470588,mann-whitney U-test,9.235093862262172e-24
dwi_original_shape_SurfaceVolumeRatio,0.6662719562243502,>,0.1593749972741206,0.6141176470588235,0.6130232558139534,mann-whitney U-test,9.297280833824244e-24
dwi_log-sigma-0-6-mm-3D_glszm_LargeAreaEmphasis,0.6652541723666211,<,3587.172932330828,0.6167441860465116,0.6188235294117648,mann-whitney U-test,1.7321856097818664e-23
t2_wavelet2-LL_glszm_SizeZoneNonUniformity,0.6652257181942544,<,26625.380676257133,0.6232558139534884,0.6211764705882352,mann-whitney U-test,1.7624876864283326e-23
dwi_log-sigma-2-mm-3D_ngtdm_Strength,0.6649740082079343,>,0.075259378372933,0.5976470588235294,0.5990697674418605,mann-whitney U-test,2.0544565347774632e-23
adc_square_glszm_GrayLevelNonUniformity,0.6647047879616963,<,127.28752642706132,0.6139534883720931,0.6141176470588235,mann-whitney U-test,2.4198512056404203e-23
t2_original_glrlm_RunLengthNonUniformity,0.6646194254445965,<,26438.48048448309,0.6232558139534884,0.6235294117647059,mann-whitney U-test,2.5486262762610588e-23
dwi_log-sigma-3-mm-3D_ngtdm_Coarseness,0.6645515731874145,>,0.0029164454823595,0.6211764705882353,0.6213953488372093,mann-whitney U-test,2.655806994104657e-23
dwi_log-sigma-3-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.6643830369357046,>,346.91188968612346,0.6282352941176471,0.6297674418604651,mann-whitney U-test,2.9417282006115355e-23
t2_wavelet2-LL_gldm_DependenceNonUniformity,0.6642232558139536,<,27217.745992869324,0.6204651162790698,0.6188235294117648,mann-whitney U-test,3.2408621658606176e-23
dwi_exponential_gldm_SmallDependenceLowGrayLevelEmphasis,0.6639452804377565,>,0.0166967861012633,0.611764705882353,0.6111627906976744,mann-whitney U-test,3.834726534531226e-23
dwi_exponential_glrlm_RunPercentage,0.6632831737346101,>,0.092476717112922,0.6094117647058823,0.6093023255813954,mann-whitney U-test,5.718725097407863e-23
t2_wavelet2-HL_glrlm_RunLengthNonUniformity,0.6626538987688098,<,23897.44849857053,0.6148837209302326,0.6164705882352941,mann-whitney U-test,8.348709995176737e-23
dwi_square_glcm_Correlation,0.6625433652530781,>,0.7131949136191494,0.6305882352941177,0.6306976744186046,mann-whitney U-test,8.920070312723009e-23
dwi_exponential_glrlm_LongRunEmphasis,0.6617958960328317,<,170.00878524204023,0.6223255813953489,0.6235294117647059,mann-whitney U-test,1.3952884275931901e-22
dwi_wavelet2-LH_glrlm_GrayLevelNonUniformity,0.6617696306429548,<,654.4646624433777,0.6158139534883721,0.6141176470588235,mann-whitney U-test,1.4173387090013268e-22
dwi_exponential_glrlm_LongRunLowGrayLevelEmphasis,0.6617214774281805,<,169.58107636954753,0.6241860465116279,0.6235294117647059,mann-whitney U-test,1.4586637949232898e-22
dwi_wavelet2-HH_glszm_ZoneVariance,0.6614303693570451,<,4017.918914799574,0.6139534883720931,0.6141176470588235,mann-whitney U-test,1.735139192802192e-22
t2_wavelet-HL_glrlm_RunLengthNonUniformity,0.6610626538987688,<,15614.956247295428,0.6288372093023256,0.6305882352941177,mann-whitney U-test,2.1595327783614238e-22
dwi_logarithm_gldm_GrayLevelNonUniformity,0.6609969904240767,<,1001.0111888111888,0.6120930232558139,0.611764705882353,mann-whitney U-test,2.245464997413776e-22
t2_wavelet2-LL_glrlm_RunLengthNonUniformity,0.6609116279069768,<,59935.4115071363,0.6186046511627907,0.6188235294117648,mann-whitney U-test,2.36225404968283e-22
t2_logarithm_ngtdm_Coarseness,0.6608700410396716,>,0.0002075882967045,0.6188235294117647,0.6176744186046512,mann-whitney U-test,2.421309472806958e-22
dwi_squareroot_ngtdm_Coarseness,0.6607430916552668,>,0.0027637843514934,0.6164705882352941,0.6158139534883721,mann-whitney U-test,2.6107723370437737e-22
t2_squareroot_ngtdm_Coarseness,0.6607124487004103,>,0.0002864625235679,0.6235294117647059,0.6232558139534884,mann-whitney U-test,2.658660161577389e-22
dwi_exponential_glcm_DifferenceAverage,0.6598544459644323,>,0.0196322329683095,0.6188235294117647,0.6186046511627907,mann-whitney U-test,3.019522955033699e-22
t2_wavelet2-HL_glszm_GrayLevelNonUniformity,0.6603512995896033,<,1932.36055446738,0.6158139534883721,0.6188235294117648,mann-whitney U-test,3.2929572758600096e-22
t2_original_gldm_DependenceNonUniformity,0.6603272229822161,<,12927.600440106076,0.6120930232558139,0.611764705882353,mann-whitney U-test,3.340209430503807e-22
dwi_wavelet-LH_ngtdm_Coarseness,0.6601433652530779,>,0.0013483739925355,0.6164705882352941,0.6167441860465117,mann-whitney U-test,3.723869536120358e-22
dwi_log-sigma-2-mm-3D_ngtdm_Busyness,0.6597909712722299,<,8.12162544987723,0.6027906976744186,0.6023529411764705,mann-whitney U-test,4.585139334874727e-22
dwi_exponential_gldm_LargeDependenceEmphasis,0.6597406292749658,<,70.18602225312935,0.6111627906976744,0.6094117647058823,mann-whitney U-test,4.723293318779652e-22
t2_log-sigma-0-6-mm-3D_glrlm_RunLengthNonUniformity,0.6597274965800273,<,13373.469227757028,0.6223255813953489,0.6235294117647059,mann-whitney U-test,4.760005899972607e-22
dwi_wavelet2-LH_ngtdm_Coarseness,0.6596355677154583,>,0.0017813634812496,0.6094117647058823,0.6083720930232558,mann-whitney U-test,5.0250215784729115e-22
t2_wavelet2-LL_ngtdm_Coarseness,0.659519562243502,>,0.0005604773430984,0.6235294117647059,0.6232558139534884,mann-whitney U-test,5.380370302502826e-22
dwi_log-sigma-0-6-mm-3D_firstorder_TotalEnergy,0.659250341997264,<,4340134530.811184,0.6074418604651163,0.6070588235294118,mann-whitney U-test,6.303726545380326e-22
dwi_log-sigma-3-mm-3D_firstorder_TotalEnergy,0.659208755129959,<,3971140023.278049,0.6120930232558139,0.611764705882353,mann-whitney U-test,6.459703335808828e-22
adc_wavelet2-LL_glcm_Imc1,0.6591124487004104,<,-0.2417627465154846,0.6176744186046511,0.6164705882352941,mann-whitney U-test,6.835727386811661e-22
dwi_original_shape_VoxelVolume,0.6590205198358413,<,48532.21235798221,0.6046511627906976,0.6047058823529412,mann-whitney U-test,7.214834842819131e-22
dwi_original_shape_MeshVolume,0.6590073871409028,<,48206.271391890354,0.6055813953488373,0.6023529411764705,mann-whitney U-test,7.270664740980642e-22
adc_original_shape_VoxelVolume,0.6589767441860466,<,48532.21235798221,0.6046511627906976,0.6047058823529412,mann-whitney U-test,7.402602426008469e-22
adc_original_shape_MeshVolume,0.6589723666210671,<,48206.271391890354,0.6055813953488373,0.6023529411764705,mann-whitney U-test,7.421643051434886e-22
dwi_exponential_glrlm_ShortRunEmphasis,0.6589658002735979,>,0.1211059726855845,0.6211764705882353,0.6195348837209302,mann-whitney U-test,7.450294889991227e-22
dwi_log-sigma-2-mm-3D_firstorder_TotalEnergy,0.6589658002735979,<,4162491316.071784,0.6148837209302326,0.6094117647058823,mann-whitney U-test,7.450294889991227e-22
t2_logarithm_glszm_SizeZoneNonUniformity,0.6588716826265391,<,12980.49382290013,0.6269767441860465,0.6258823529411764,mann-whitney U-test,7.873202543671681e-22
t2_log-sigma-2-mm-3D_glrlm_GrayLevelNonUniformity,0.6588497948016416,<,3435.298147865534,0.6111627906976744,0.611764705882353,mann-whitney U-test,7.97490835194195e-22
dwi_exponential_gldm_GrayLevelNonUniformity,0.6588366621067031,<,4137.0,0.6167441860465116,0.6188235294117648,mann-whitney U-test,8.036552718159663e-22
t2_original_shape_LeastAxisLength,0.6587491108071135,<,34.78552166624765,0.6102325581395349,0.6094117647058823,mann-whitney U-test,8.459753043796324e-22
dwi_log-sigma-0-6-mm-3D_gldm_GrayLevelNonUniformity,0.6586046511627907,<,2135.6698219517693,0.6065116279069768,0.611764705882353,mann-whitney U-test,9.206746261481798e-22
dwi_wavelet2-HH_firstorder_TotalEnergy,0.6585805745554036,<,4384877464.779206,0.6027906976744186,0.6047058823529412,mann-whitney U-test,9.337439020107033e-22
dwi_exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.6585718194254446,<,70.10215482841181,0.6148837209302326,0.6164705882352941,mann-whitney U-test,9.3854170977593e-22
dwi_wavelet-HH_firstorder_TotalEnergy,0.6585521203830369,<,4378146279.407029,0.6055813953488373,0.6047058823529412,mann-whitney U-test,9.494261434014695e-22
t2_log-sigma-0-6-mm-3D_glszm_GrayLevelNonUniformity,0.6584820793433652,<,924.9983330555092,0.6186046511627907,0.6188235294117648,mann-whitney U-test,9.89147555091077e-22
dwi_log-sigma-0-6-mm-3D_ngtdm_Coarseness,0.6584536251709986,>,0.0010976054233605,0.6164705882352941,0.6176744186046512,mann-whitney U-test,1.0057501114323305e-21
dwi_log-sigma-2-mm-3D_ngtdm_Coarseness,0.658416415868673,>,0.0021855375875044,0.6141176470588235,0.6148837209302326,mann-whitney U-test,1.027877805948297e-21
dwi_wavelet-HL_firstorder_TotalEnergy,0.6583419972640219,<,4367616165.878364,0.6027906976744186,0.6047058823529412,mann-whitney U-test,1.0735882916632167e-21
dwi_wavelet2-HH_gldm_DependenceNonUniformity,0.6582938440492476,<,929.4720763723152,0.6167441860465116,0.6164705882352941,mann-whitney U-test,1.1042315114975557e-21
t2_wavelet2-HH_firstorder_TotalEnergy,0.6582391244870041,<,4334622578.829904,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.1401048005405227e-21
t2_wavelet-HH_firstorder_TotalEnergy,0.6582347469220247,<,4334127149.243588,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.1430239813884561e-21
t2_original_shape_VoxelVolume,0.6582281805745555,<,48147.059380381885,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.1474166241289151e-21
t2_original_shape_MeshVolume,0.658215047879617,<,48090.657722212,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.1562520766085702e-21
t2_wavelet-HL_firstorder_TotalEnergy,0.6582106703146375,<,4336108564.499876,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.1592121600680247e-21
t2_wavelet2-HL_firstorder_TotalEnergy,0.6582041039671682,<,4340894789.06798,0.6055813953488373,0.6047058823529412,mann-whitney U-test,1.1636663489443977e-21
t2_wavelet-LH_firstorder_TotalEnergy,0.6581406292749657,<,4333763825.357411,0.6065116279069768,0.6070588235294118,mann-whitney U-test,1.2076060390872202e-21
